StartDate,EndDate,Duration (in seconds),ResponseId,Generic_response_W_1,Generic_response_W_2,Generic_response_W_3,Generic_wtp_W_3,Pers_response_W_1,Pers_response_W_2,Pers_response_W_3,Personality_wtp_W_3,Generic_response_S_1,Generic_response_S_2,Generic_response_S_3,Generic_wtp_S_3,Pers_response_S_1,Pers_response_S_2,Pers_response_S_3,Personality_wtp_S_3,big5_1,big5_2,big5_3,big5_4,big5_5,big5_6,big5_7,big5_8,big5_9,big5_10,big5_11,big5_12,big5_13,big5_14,big5_15,big5_16,big5_17,big5_18,big5_19,big5_20,big5_21,big5_22,big5_23,big5_24,big5_25,big5_26,big5_27,big5_28,big5_29,big5_30,big5_90,Generic_Sneaker,Generic_Weekend,Salient_Tailored_Sneaker,Salient_Tailored_Weekend,FL_32_DO,FL_50_DO,HashedID
12/4/2023 20:02,12/4/2023 20:04,165,R_1OpmwFG49DlJJAk,5,6,5,602,4,5,4,402,6,6,6,77,4,4,4,75,5,6,1,5,1,2,1,1,4,2,4,4,5,5,4,4,3,5,4,4,5,5,5,6,4,4,4,1,4,4,6,"Looking for sneakers that are both stylish and functional? Look no further than Nike! Our sneakers are designed to take your style to the next level, no matter where you're headed. With a wide variety of colors and styles to choose from, there's a pair of Nikes that is perfect for everyone. So go ahead and step up your game with Nike sneakers!","Escape to Rome this weekend! Explore the Eternal City's ancient ruins, indulge in delicious Italian food and wine, and wander through charming cobblestone streets. Our weekend getaway package includes airfare, a centrally located hotel, and a guided tour of the Colosseum. Book now and experience the magic of Rome!","Introducing the Nike Air Max. Classic style meets modern technology in these timeless sneakers. With a comfortable fit and top-of-the-line cushioning, these shoes will keep you going all day long, whether you're hitting the pavement for a morning jog or running errands around town. The simple design and subtle branding make them a versatile addition to any wardrobe. Step up your shoe game with the Nike Air Max.","Escape your routine for a weekend and explore the charm of Rome. Immerse yourself in the rich culture and history of the eternal city. Admire the stunning architecture, art and landmarks such as the Colosseum, Vatican City and Trevi Fountain. Book one of our guided tours for a stress-free experience and taste some of the best dishes of Italian cuisine. Disconnect from your daily routine and recharge your batteries in the fashion capital of the world.",Generic|Personality,PersonalitySneakers|GenericSneakers,a5a3a18cc5f7f1ac88f7ed71ac6d1ecc
12/4/2023 20:01,12/4/2023 20:06,300,R_1JEFjMWlnJ5iOE9,6,5,6,800,5,5,4,701,5,3,5,70,6,5,6,95,6,6,2,5,5,3,2,3,4,3,5,5,6,6,3,2,3,6,4,3,4,6,6,5,5,3,4,4,3,3,6,"Looking for sneakers that are both stylish and functional? Look no further than Nike! Our sneakers are designed to take your style to the next level, no matter where you're headed. With a wide variety of colors and styles to choose from, there's a pair of Nikes that is perfect for everyone. So go ahead and step up your game with Nike sneakers!","Escape to the enchanting city of Rome for a unforgettable weekend getaway. Discover the city's rich history and culture as you stroll through the charming streets, indulge in authentic Italian cuisine at local trattorias and explore breathtaking landmarks such as the Colosseum and Vatican City. Relax in luxury accommodations and let the magic of Rome enchant you. Book your weekend getaway today and experience the allure of this timeless destination. #RomeWeekendGetaway #ExploreItaly #LaDolceVita","Introducing the new Nike Classic Sneaker. Perfect for any occasion, this shoe is designed to bring both comfort and style to your everyday look. With its timeless design, it's a shoe that will never go out of fashion. Made with high-quality materials to ensure both durability and longevity, you'll be able to enjoy these sneakers for years to come. So why wait? Get yourself a pair of the new Nike Classic Sneaker and step up your shoe game today.","Escape to the charming city of Rome for a relaxing weekend getaway! Satisfy your love of tradition by exploring the ancient ruins and historic landmarks. Indulge in the delicious, classic Italian cuisine that Rome is known for. Take a stroll through the quaint streets and take in the sights and sounds of this bustling city. Book now and let your curiosity be sparked by the ancient city that still takes your breath away!",Personality|Generic,PersonalitySneakers|GenericSneakers,67eaddd1addcaeb66a28cef303d42bf6
12/4/2023 20:06,12/4/2023 20:11,241,R_2rG6TKwMfp6wCwd,5,4,5,1599,4,4,4,991,4,4,4,76,4,4,4,75,4,6,1,2,4,3,1,1,1,4,7,7,7,6,4,5,1,7,5,4,4,7,7,7,2,1,1,1,1,3,6,"Just Do It in style with Nike Sneakers! Our collection of shoes will have you looking and feeling your best no matter what you're doing. Whether you're hitting the gym or just running errands around town, our sneakers are designed to provide maximum comfort and support. With a range of colors and styles to choose from, you're sure to find the perfect pair to fit your unique sense of style. So if you're ready to take your shoe game to the next level, lace up a pair of Nike Sneakers today! #JustDoIt","Escape to the eternal city of Rome! Discover the romance and history of this iconic destination. See the sights, taste the cuisine, and immerse yourself in the culture. From Vatican City to the ancient Colosseum, there's something for everyone. Book your weekend getaway now and indulge in a little dolce vita. Don't let this opportunity pass you by. See you in Rome!","Introducing the Nike Sneaker that keeps up with your every move. Whether you're hitting the gym or running errands, these sneakers provide the comfort and support you need to stay on top of your game. With their sleek design and high-quality materials, you can count on them to be a reliable partner in your daily routine. So put your best foot forward and step up your game with the Nike Sneaker that's built to last.","Looking for a weekend getaway that is both adventurous and culturally enriching? Look no further than Rome! With its rich history and breathtaking architecture, Rome offers the perfect mix of excitement and relaxation for those who appreciate a well-planned trip. Visit ancient landmarks such as the Colosseum and the Pantheon, or stroll through the picturesque streets of Trastevere and enjoy some of the best authentic Roman cuisine. Our itinerary offers a schedule that ensures maximum enjoyment with minimum stress. Book your trip now and experience a weekend filled with culture, history, and unforgettable memories!",Generic|Personality,PersonalitySneakers|GenericSneakers,0e57b68f9766b5030263b8d763090daf
12/4/2023 20:03,12/4/2023 20:11,477,R_veu2Asr4vLUIiC5,6,5,6,501,7,6,7,600,6,5,6,55,5,4,5,55,5,6,2,7,6,2,5,3,5,2,5,3,5,3,5,4,2,4,2,2,5,6,5,3,6,3,5,5,5,3,6,"Just Do It in style with Nike Sneakers! Our collection of shoes will have you looking and feeling your best no matter what you're doing. Whether you're hitting the gym or just running errands around town, our sneakers are designed to provide maximum comfort and support. With a range of colors and styles to choose from, you're sure to find the perfect pair to fit your unique sense of style. So if you're ready to take your shoe game to the next level, lace up a pair of Nike Sneakers today! #JustDoIt","Experience the beauty of Rome on a weekend getaway! Discover historic landmarks like the Colosseum and Vatican City, indulge in delicious Italian cuisine, and take in the vibrant culture. Stay in a luxurious hotel and enjoy breathtaking views of the city. Book your unforgettable Roman holiday now!","Experience the power of silence with Nike's latest sneaker. Designed with sleek lines and advanced technology, these shoes deliver unparalleled performance without speaking a word. Whether you're hitting the pavement or running errands, our sneaker has the perfect fit for any quiet warrior. So make a statement without saying a word with Nike.","Looking for a peaceful escape from the hustle and bustle of everyday life? Look no further than Rome! An ancient city known for its beauty and history, Rome offers the perfect weekend getaway for those seeking a quiet and introspective experience. Explore the stunning architecture, sample delicious Italian cuisine, and take in the breathtaking art and culture that surrounds you. Whether strolling through the picturesque streets or simply relaxing in your hotel room, Rome offers the perfect setting for a weekend of solitude and peaceful reflection. Book your trip today and discover the hidden gems of this beautiful city at your own pace, in your own way.",Personality|Generic,PersonalitySneakers|GenericSneakers,5dc9fa4e7a94935d28ca2257cbee64eb
12/4/2023 20:07,12/4/2023 20:12,291,R_3r1E3b3Q26BtENG,6,6,6,1037,6,5,5,994,6,6,6,73,5,5,5,73,5,6,1,2,3,5,5,2,2,5,3,3,7,5,5,5,1,6,6,5,3,6,6,6,3,5,5,3,2,3,6,"Looking for a durable, functional, and stylish pair of sneakers? Look no further than Nike! Our sneakers are designed with unbeatable comfort and support, so you can keep going and going. Whether you're going for a jog, hitting the gym, or just running errands, our sneakers will keep your feet feeling great. Shop now and experience the difference with Nike sneakers!","Escape to Rome for the perfect weekend getaway! Immerse yourself in the city's rich history, culture, and cuisine. Marvel at ancient landmarks like the Colosseum and the Pantheon, stroll through charming neighborhoods like Trastevere, and indulge in delectable Italian cuisine. Stay in a cozy hotel or boutique apartment in the heart of the city and soak up the vibrant atmosphere of this iconic destination. Book your Rome weekend getaway now and start creating unforgettable memories","Experience maximum comfort and style with our latest Nike sneaker. Designed with the perfect balance of performance and sophistication, this shoe is ideal for those who appreciate timeless style and quality craftsmanship. Its sleek, simple design blends easily into any casual or formal attire. Whether you're up for an intense workout or simply running errands, these sneakers deliver ultimate comfort and all-day wearability. Trust us, you won't be able to resist slipping into these shoes every day! Buy now and experience the ultimate in comfort and classic style.","Escape to the timeless beauty of Rome this weekend and experience the ultimate relaxation. Explore the ancient ruins of the Colosseum and the Roman Forum, or simply stroll through the quaint cobblestone streets of the city and indulge in the mouth-watering Italian cuisine. Settle in at a cozy hotel and unwind with a glass of local wine in hand, or take in the stunning artwork and architecture at the Vatican Museum. With a rich history and culture at every turn, Rome is the perfect destination for a refreshing break from the hustle and bustle of everyday life. Come explore all that Rome has to offer - book your weekend getaway today!",Personality|Generic,PersonalitySneakers|GenericSneakers,ca72cb8bccbc4b150d97aa920e7e31ec
12/4/2023 20:10,12/4/2023 20:13,218,R_yD6M1pxltfMnpgl,2,2,2,400,5,5,6,800,2,2,2,60,2,2,2,70,2,7,3,2,6,6,1,2,2,4,7,5,7,6,5,7,2,5,6,5,2,6,7,6,4,2,2,2,2,1,6,"Just Do It in style with Nike Sneakers! Our collection of shoes will have you looking and feeling your best no matter what you're doing. Whether you're hitting the gym or just running errands around town, our sneakers are designed to provide maximum comfort and support. With a range of colors and styles to choose from, you're sure to find the perfect pair to fit your unique sense of style. So if you're ready to take your shoe game to the next level, lace up a pair of Nike Sneakers today! #JustDoIt","Escape to the eternal city of Rome! Discover the romance and history of this iconic destination. See the sights, taste the cuisine, and immerse yourself in the culture. From Vatican City to the ancient Colosseum, there's something for everyone. Book your weekend getaway now and indulge in a little dolce vita. Don't let this opportunity pass you by. See you in Rome!","Introducing the Nike Sneaker that is perfect for anyone who loves to stand out from the crowd! This sneaker is stylish, comfortable and designed to turn heads wherever you go. With its vibrant colors and bold design, you'll be the envy of all your friends, as you strut around showing off your new kicks. Whether you're heading out for a night on the town or simply running errands, this Nike Sneaker is sure to give your outfit that perfect finishing touch. So if you're ready to show the world your unique sense of style, then pick up a pair of these sneakers today!","Experience the vibrant and bustling city of Rome like never before! Join us for an exciting weekend full of adventure, culture, and entertainment. Discover the ancient ruins and architectural wonders of the Colosseum, marvel at the breathtaking art collections in Vatican City, and indulge in the delicious cuisine and electric nightlife of the city center. With plenty of opportunities to socialize, explore, and connect with new people, this weekend getaway is perfect for the outgoing and adventurous traveler looking to make unforgettable memories in one of the world's most thrilling destinations. Don't miss your chance to explore the Eternal City – book your trip to Rome today!",Generic|Personality,PersonalitySneakers|GenericSneakers,e5e7c84084cd2434a77ead9101c3efc8
12/4/2023 20:08,12/4/2023 20:13,307,R_2aOyMsVSWvmdllo,1,2,4,510,3,1,4,504,5,5,5,100,4,4,6,100,6,5,3,2,6,1,1,5,1,1,4,4,5,6,5,3,2,5,5,2,5,6,4,3,5,4,2,4,1,1,6,"Introducing the ultimate pair of sneakers - Nike! With a wide range of styles and colors, there's a perfect pair for everyone. These shoes are designed to offer supreme comfort, support, and durability which makes them perfect for an active lifestyle. Whether you're a fitness enthusiast, or you're just on the lookout for some stylish shoes to pair with your favorite outfit, Nike sneakers have got you covered. Come check out our collection and see for yourself why Nike is a brand that you can always trust!","Escape to the enchanting city of Rome for a unforgettable weekend getaway. Discover the city's rich history and culture as you stroll through the charming streets, indulge in authentic Italian cuisine at local trattorias and explore breathtaking landmarks such as the Colosseum and Vatican City. Relax in luxury accommodations and let the magic of Rome enchant you. Book your weekend getaway today and experience the allure of this timeless destination. #RomeWeekendGetaway #ExploreItaly #LaDolceVita","Introducing the Nike Sneaker - a shoe that combines style and comfort in one package. The sleek design and impeccable craftsmanship make this sneaker a must-have for anyone who values quality and attention to detail. Whether you're hitting the city streets or exploring new terrains, the Nike Sneaker is up to the challenge. With its top-of-the-line materials and innovative technology, this shoe is both functional and fashionable. Don't miss out on the chance to experience the best of both worlds - grab your pair of Nike Sneakers today!","Discover the beauty and history of the Eternal City on a weekend getaway to Rome. Immerse yourself in the vibrant culture and indulge in the delicious cuisine. Wander through the city's quaint streets and marvel at iconic landmarks like the Colosseum and the Pantheon. Get lost in the city's eclectic art scene and soak up the warmth of its people. With so much to explore, you'll be sure to reignite your sense of wonder and curiosity. Come experience the magic of Rome and let your spirit soar!",Generic|Personality,PersonalitySneakers|GenericSneakers,86492f9dbe26747a638b2bf619316541
12/4/2023 20:23,12/4/2023 20:26,194,R_2SoClvU492RpDtG,5,5,5,825,3,4,4,730,4,4,4,45,4,4,4,45,2,6,6,6,6,4,5,7,5,1,3,5,3,3,5,5,3,2,2,2,3,5,2,2,6,7,5,4,5,3,6,"Looking for a durable, functional, and stylish pair of sneakers? Look no further than Nike! Our sneakers are designed with unbeatable comfort and support, so you can keep going and going. Whether you're going for a jog, hitting the gym, or just running errands, our sneakers will keep your feet feeling great. Shop now and experience the difference with Nike sneakers!","Experience the beauty of Rome on a weekend getaway! Discover historic landmarks like the Colosseum and Vatican City, indulge in delicious Italian cuisine, and take in the vibrant culture. Stay in a luxurious hotel and enjoy breathtaking views of the city. Book your unforgettable Roman holiday now!","Introducing the perfect sneaker for those who need to hit the ground running without a second thought. The new Nike sneaker makes it easy for you to slip 'em on and go take on the day. With impressive durability and sleek style, you won't have to worry about breaking in a new pair anytime soon. Stay ahead of the game and grab a pair of Nike's today!","Escape to the heart of ancient civilization with a weekend getaway to Rome! Spend lazy mornings wandering through historic streets and taking in world-renowned art and architecture. Enjoy leisurely meals and indulge in the city's culinary delights. With so much to explore and discover, you won't need a strict itinerary to make the most of your time in this glorious city. Embrace spontaneity and let Rome surprise and delight you at every turn. Book your weekend of adventure today!",Personality|Generic,PersonalitySneakers|GenericSneakers,182fe956a3f42e629f8aca0a39791944
12/4/2023 20:26,12/4/2023 20:30,251,R_3kblso19zEQw7tC,6,6,6,383,6,6,6,383,5,5,5,74,6,6,6,60,6,6,2,5,6,3,3,5,2,3,6,5,6,6,5,3,2,3,6,2,5,6,5,6,6,1,3,3,3,5,6,"Get ready to take on any challenge and push your limits to the fullest with Nike sneakers! Engineered with the latest technology, our sneakers offer superior comfort, support and style. Whether you're hitting the gym, running your favorite trail, or just taking it easy on the weekend, Nike sneakers deliver the perfect blend of performance and style. Don't settle for less, elevate your game with Nike today! #JustDoIt #NikeSneakers","Escape to Rome for the perfect weekend getaway! Immerse yourself in the city's rich history, culture, and cuisine. Marvel at ancient landmarks like the Colosseum and the Pantheon, stroll through charming neighborhoods like Trastevere, and indulge in delectable Italian cuisine. Stay in a cozy hotel or boutique apartment in the heart of the city and soak up the vibrant atmosphere of this iconic destination. Book your Rome weekend getaway now and start creating unforgettable memories","""Unleash your inner champion with the latest Nike Sneaker. Crafted for unbeatable performance, this shoe seamlessly blends classic style and modern technology. Perfect for those who appreciate a solid foundation and down-to-earth approach to life. Step confidently into your day, conquer any challenge and look great doing it. Elevate your game with the perfect balance of style and function. Get yours today!""","Escape the monotony of everyday life and indulge in the timeless charm of Rome this weekend. With stunning architectural wonders, delectable cuisine, and rich cultural heritage, this trip promises to be an unforgettable experience. Soak in the grandeur of the Colosseum, stroll through the picturesque streets of Trastevere, and marvel at the intricate details of the Vatican City. Treat yourself to authentic Italian gelato and sip on a luxurious glass of wine as you feel the charm of Rome consume you. Come and experience the beautiful city of Rome, and let it leave you breathless. Book your weekend getaway today!",Generic|Personality,GenericSneakers|PersonalitySneakers,1f88b61a61f65513c832f17a9cf60b5c
12/4/2023 20:31,12/4/2023 20:36,266,R_siqfZhZJVZkYKKB,3,3,3,1020,5,4,5,1070,5,5,5,92,5,5,5,90,6,6,1,5,5,1,3,5,5,2,3,2,5,4,5,2,2,6,5,3,6,6,4,3,6,5,5,4,5,3,6,"Introducing the ultimate pair of sneakers - Nike! With a wide range of styles and colors, there's a perfect pair for everyone. These shoes are designed to offer supreme comfort, support, and durability which makes them perfect for an active lifestyle. Whether you're a fitness enthusiast, or you're just on the lookout for some stylish shoes to pair with your favorite outfit, Nike sneakers have got you covered. Come check out our collection and see for yourself why Nike is a brand that you can always trust!","Escape to the eternal city of Rome! Discover the romance and history of this iconic destination. See the sights, taste the cuisine, and immerse yourself in the culture. From Vatican City to the ancient Colosseum, there's something for everyone. Book your weekend getaway now and indulge in a little dolce vita. Don't let this opportunity pass you by. See you in Rome!","Introducing the perfect sneaker for those who demand style and comfort without sacrificing individuality. Our latest Nike Sneaker is designed to be in sync with your subtle personality, bringing forth your natural aura in the most effortless way possible. Equipped with state-of-the-art technology to ensure superior support and impeccable grip, this shoe is your perfect partner for long walks, jogs, and runs. No matter what the occasion may be, you can now enjoy a quiet confidence with every step you take. Get ready to unleash your unique style with the new Nike sneaker.","Escape to the charming city of Rome for a peaceful and rejuvenating weekend getaway. Immerse yourself in the rich history and culture of this stunning location at your own pace. Explore the breathtaking architecture and scenic sites, indulge in delicious Italian cuisine, and stroll through local markets and boutiques. Whether you prefer a quiet evening in a cozy café or a tranquil walk around ancient ruins, Rome offers endless possibilities for a serene and introspective vacation. Book your weekend getaway now and discover the hidden gems of this beautiful city.",Generic|Personality,PersonalitySneakers|GenericSneakers,c4a73c335fa8bd518d6e06614fce5eb1
12/4/2023 20:35,12/4/2023 20:40,275,R_28A7dUBYhhud7GW,4,4,5,617,4,4,5,623,4,4,5,41,4,4,5,41,6,6,3,4,4,4,2,3,6,2,3,5,6,7,5,3,4,4,7,3,4,6,6,6,5,4,1,3,1,3,6,"Looking for a durable, functional, and stylish pair of sneakers? Look no further than Nike! Our sneakers are designed with unbeatable comfort and support, so you can keep going and going. Whether you're going for a jog, hitting the gym, or just running errands, our sneakers will keep your feet feeling great. Shop now and experience the difference with Nike sneakers!","Escape to the eternal city of Rome! Discover the romance and history of this iconic destination. See the sights, taste the cuisine, and immerse yourself in the culture. From Vatican City to the ancient Colosseum, there's something for everyone. Book your weekend getaway now and indulge in a little dolce vita. Don't let this opportunity pass you by. See you in Rome!","Are you looking for a shoe that can keep up with your active lifestyle? Look no further than the Nike Sneaker! Engineered to provide superior comfort and support, these sneakers are the perfect choice for the average person on the go. Whether you're running errands, hitting the gym, or just exploring the great outdoors, the Nike Sneaker has you covered. With their sleek design and durable construction, these sneakers are sure to become a staple in your everyday wardrobe. So why wait? Step up your game and step into a pair of Nike Sneakers today!","Escape to the Eternal City for a weekend of culture, history, and excitement! Recharge your batteries and explore the vibrant city of Rome, indulge in delicious food and wine, and soak up the Mediterranean sunshine. From the iconic Colosseum and Vatican City to quaint streets teeming with shops and cafés, there's something for everyone in Rome. Plus, with plenty of opportunities to mingle with friendly locals and fellow travelers, you'll find yourself making unforgettable memories. Book your weekend getaway to Rome now and let the adventure begin!'",Generic|Personality,PersonalitySneakers|GenericSneakers,13d1ce8f5a6aed536f9fceb1304cb4d4
12/4/2023 20:44,12/4/2023 20:48,239,R_3nCmF25brEaewmV,6,5,6,1408,5,3,3,1008,3,3,6,60,2,2,2,43,5,6,2,3,5,3,3,2,2,2,2,6,6,6,5,5,2,3,5,5,3,6,6,5,6,5,3,3,2,2,6,"Looking for a durable, functional, and stylish pair of sneakers? Look no further than Nike! Our sneakers are designed with unbeatable comfort and support, so you can keep going and going. Whether you're going for a jog, hitting the gym, or just running errands, our sneakers will keep your feet feeling great. Shop now and experience the difference with Nike sneakers!","Escape to Rome this weekend! Explore the Eternal City's ancient ruins, indulge in delicious Italian food and wine, and wander through charming cobblestone streets. Our weekend getaway package includes airfare, a centrally located hotel, and a guided tour of the Colosseum. Book now and experience the magic of Rome!","Introducing the all-new Nike Sneaker, designed with comfort and style in mind. Featuring modern design and cutting-edge technology, this sneaker is perfect for anyone who wants to make a subtle statement. With a sleek look that complements any outfit, this shoe is the perfect choice for the reserved and understated individual. From the gym to the streets, this Nike Sneaker will keep you looking and feeling your best. Get yours today and elevate your look with ease.","Escape to the captivating city of Rome for a rejuvenating weekend. Experience the architectural wonders of ancient Rome, indulge in authentic Italian cuisine, and soak up the peaceful atmosphere of charming squares and alleyways. Enjoy your own company as you wander through the city's hidden gems or cozy up with a book at a local café. This weekend escape will allow you to recharge and reflect, and relish in the beauty of one of the world's most fascinating and historic cities.",Generic|Personality,GenericSneakers|PersonalitySneakers,64ee20b3427a7f2de32cf4d912a3e9d4
12/4/2023 20:40,12/4/2023 20:49,557,R_2cCLB0am3t8AA6q,6,7,6,1625,3,3,3,1017,3,3,2,27,6,5,5,33,3,5,1,5,3,1,1,2,1,5,5,5,7,6,3,5,3,5,5,5,7,7,7,5,2,2,5,1,2,5,6,"Looking for sneakers that are both stylish and functional? Look no further than Nike! Our sneakers are designed to take your style to the next level, no matter where you're headed. With a wide variety of colors and styles to choose from, there's a pair of Nikes that is perfect for everyone. So go ahead and step up your game with Nike sneakers!","Escape to Rome for the perfect weekend getaway! Immerse yourself in the city's rich history, culture, and cuisine. Marvel at ancient landmarks like the Colosseum and the Pantheon, stroll through charming neighborhoods like Trastevere, and indulge in delectable Italian cuisine. Stay in a cozy hotel or boutique apartment in the heart of the city and soak up the vibrant atmosphere of this iconic destination. Book your Rome weekend getaway now and start creating unforgettable memories","Introducing the all-new Nike Sneaker - the perfect blend of style, comfort and performance. With its sleek design and top-of-the-line features, it's perfect for anyone who's always on the go. Whether you're headed to the gym or just taking a walk, these sneakers provide unparalleled support and cushioning. Made from the finest materials and built to last, they're sure to become your go-to shoe for years to come. So why wait? Invest in your style and comfort today with the Nike Sneaker.","Escape the stresses of everyday life and immerse yourself in the rich history and culture of Rome. Indulge in the world-renowned cuisine, explore breathtaking landmarks and monuments, and experience the charm of the bustling city streets. With our carefully curated itinerary, you'll have everything you need for a relaxing and rejuvenating weekend getaway. No need for an adventurous spirit, just an appetite for beauty and luxury. Book now and revel in the enchantment of Rome.",Personality|Generic,PersonalitySneakers|GenericSneakers,1716f7cb9ecbf073b2e593b13742a4d7
12/4/2023 20:51,12/4/2023 20:55,243,R_2OYGikzb4FZcyCa,7,6,7,1958,5,6,5,1820,6,5,6,75,6,5,7,75,7,7,2,7,5,1,4,3,7,1,1,5,6,3,1,1,6,6,3,7,7,7,6,1,5,6,3,2,3,7,6,"Introducing the ultimate pair of sneakers - Nike! With a wide range of styles and colors, there's a perfect pair for everyone. These shoes are designed to offer supreme comfort, support, and durability which makes them perfect for an active lifestyle. Whether you're a fitness enthusiast, or you're just on the lookout for some stylish shoes to pair with your favorite outfit, Nike sneakers have got you covered. Come check out our collection and see for yourself why Nike is a brand that you can always trust!","Escape to Rome for the perfect weekend getaway! Immerse yourself in the city's rich history, culture, and cuisine. Marvel at ancient landmarks like the Colosseum and the Pantheon, stroll through charming neighborhoods like Trastevere, and indulge in delectable Italian cuisine. Stay in a cozy hotel or boutique apartment in the heart of the city and soak up the vibrant atmosphere of this iconic destination. Book your Rome weekend getaway now and start creating unforgettable memories","Introducing the new Nike Sneaker- where classic meets contemporary. With its sleek design and durable materials, this shoe will not only elevate your style but also withstand everyday wear and tear. Its cushioned sole provides ultimate comfort, making it perfect for all-day wear, whether you're running errands or hitting the gym. With its understated branding, this shoe is the perfect addition to any outfit, showing that simplicity speaks louder than flashy logos. Step into the new Nike Sneaker today and experience the perfect blend of style and functionality.","Escape to the timeless beauty and grandeur of Rome over the weekend! Indulge in delicious food, ancient architecture, and awe-inspiring history as you soak up the ambiance of the city. Relish in the excitement of exploring iconic landmarks like the Pantheon and the Colosseum, or simply strolling through picturesque streets. There's something for everyone in Rome, even those who may be a little more guarded in their approach to new experiences. Don't miss out on what promises to be the perfect getaway for you!",Personality|Generic,GenericSneakers|PersonalitySneakers,233757a2ea47fde4d779a855d8e2abdb
12/4/2023 20:54,12/4/2023 21:01,429,R_1hXBYsqeJ13IMuC,5,4,4,955,5,5,5,958,2,2,3,54,2,2,3,54,6,5,5,6,6,2,4,4,5,2,4,4,6,4,3,2,5,3,3,2,6,5,6,2,4,5,4,4,4,4,6,"Just Do It in style with Nike Sneakers! Our collection of shoes will have you looking and feeling your best no matter what you're doing. Whether you're hitting the gym or just running errands around town, our sneakers are designed to provide maximum comfort and support. With a range of colors and styles to choose from, you're sure to find the perfect pair to fit your unique sense of style. So if you're ready to take your shoe game to the next level, lace up a pair of Nike Sneakers today! #JustDoIt","Escape to Rome for the perfect weekend getaway! Immerse yourself in the city's rich history, culture, and cuisine. Marvel at ancient landmarks like the Colosseum and the Pantheon, stroll through charming neighborhoods like Trastevere, and indulge in delectable Italian cuisine. Stay in a cozy hotel or boutique apartment in the heart of the city and soak up the vibrant atmosphere of this iconic destination. Book your Rome weekend getaway now and start creating unforgettable memories","""Step into your stride with the Nike Sneaker. Perfect for those who let their actions speak louder than their words. The sleek design will be sure to draw attention to your smooth, effortless movements. Make a statement without ever having to say a word. Be your own kind of bold with Nike.""","Escape the hustle and bustle of daily life with a relaxing weekend in Rome. Discover the city's rich history and culture at your own pace, taking in the beautiful architecture and scenic views. Indulge in delicious Italian cuisine and discover the city's many quaint cafes and restaurants. Whether you prefer to take a leisurely walk through the historic streets or cozy up with a good book in a coffee shop, Rome has everything you need for a peaceful weekend away. Book your trip today and recharge your batteries in the heart of Italy.",Generic|Personality,PersonalitySneakers|GenericSneakers,827f2994a492f20a330bf5557cb0863d
12/4/2023 21:03,12/4/2023 21:06,161,R_3KrnZIlSfYHF4aU,6,4,4,572,5,4,6,1011,4,4,5,88,6,7,5,104,3,6,3,3,6,6,2,2,4,3,6,5,5,5,5,6,2,6,5,2,2,5,6,5,3,2,3,2,2,3,6,"Looking for sneakers that are both stylish and functional? Look no further than Nike! Our sneakers are designed to take your style to the next level, no matter where you're headed. With a wide variety of colors and styles to choose from, there's a pair of Nikes that is perfect for everyone. So go ahead and step up your game with Nike sneakers!","Escape to Rome this weekend! Explore the Eternal City's ancient ruins, indulge in delicious Italian food and wine, and wander through charming cobblestone streets. Our weekend getaway package includes airfare, a centrally located hotel, and a guided tour of the Colosseum. Book now and experience the magic of Rome!","Get ready to make a statement in these Nike sneakers. Designed to help you stand out from the crowd, these sneakers feature bold colors and striking design elements that are sure to turn heads. With their comfortable fit and durable construction, they're perfect for anyone who loves to be on the go, whether you're hitting the gym, running errands, or just exploring the world around you. So if you're ready to show the world what you're made of, lace up a pair of these Nike sneakers and get ready to let your personality shine!","Looking for a weekend adventure that will leave you feeling energized and alive? Come soak up the vibrant culture and lively atmosphere of Rome! With its bustling outdoor cafes, exciting nightlife, and world-famous landmarks, this city is the perfect destination for anyone looking for a jolt of stimulation. You'll have plenty of opportunities to indulge your curiosity and meet new people as you explore all that Rome has to offer. So why wait? Book your weekend getaway now and get ready to let your extroverted side shine!",Personality|Generic,GenericSneakers|PersonalitySneakers,dfb44635ca387110742decf1714ee428
